,Sentences,Labels
1687,måtte vi alle sande  at der er brug for hver enkelts indsats og omhu og fortrøstning  så kan vi alle ønske hinanden et glædeligt nytår,0
4570,mine tanker går til jer  der har lidt så smertelige tab,1
6106,skiftet fra gode til dårlige tider blev forstærket af begivenheder ude i verden,1
5205,verden er blevet mindre,1
543,dem vil jeg gerne sende min tak og min nytårshilsen,0
4325,vi har en god folkeskole,1
8,og hvis vi husker på det  vil vi også forstå  at vi skal løse vore problemer ved at bøje os mod hinanden,0
1131,ved siden af står en lukket bog  om hvilken vi kun véd  at den hedder 2006  lidt af indholdet mener vi at kende  måske aner vi også en del af handlingen  men hvad den vil byde på af stort og småt er først kendt  når endnu 365 dage er gået,0
621,det er en del af vores identitet vi føler det måske stærkest  når vi kommer hjem fra en længere rejse  skiltningen er dansk   og nummerpladerne   vejret,0
3150,intet land kan isoleret klare problemerne,0
3572,jeg går ind for den balance,1
2823,er det ikke at underkende det nye års ret til at være noget i sig selv  ligesom det kan virke lammende på et ungt menneske  når vi ustandselig siger  hvor du dog ligner din fader eller  det kunne din moder have sagt,0
360,vi er godt på vej til at arbejde os ud af vores sneglehus,0
1183,spiser vi for meget,0
1534,kunne det ikke lige så godt være 1988 eller 1989 som 1990  der står for døren,0
6052,at ingen hver gang får sin vilje 100 procent,1
2663,danmarks udsendte løser hver dag store og vigtige opgaver rundt om i verden,0
1093,i aften vil jeg ønske et godt nytår for alle i grønland og for alle på færøerne,0
5326,eller været flest år på arbejdsmarkedet,1
145,der er i dag større variation  men også større frisind og tolerance,0
4421,vi skal mere end 15 år tilbage  for at finde en arbejdsløshed så lav som nu,1
1057,mange civilisationer har blomstret og er døde og begravet  hvad med vor egen  går den mon på hæld,0
3768,hvorfor skal vi også interessere os for at bruge penge og bruge tid på at hjælpe den tredje verden,1
3989,helt og fuldt netop  som vi selv ville,1
39,sådan føles det bare ikke nu om stunder,0
3465,det grønne samfund er ikke et samfund uden vækst,1
5368,ved at reducere behovet for importeret energi  kan vi øge frihed og sikkerhed,1
4345,for jeg tror ikke på nulvækst,1
4971,skattesystemet er det som bekendt  og desværre heller ikke,1
3690,arbejdsløsheden falder,1
727,kvinder og børn har ikke selv valgt krigen  men de betaler prisen,0
3051,i den mørkeste tid på året lyser julen op,0
5728,dertil er der fare for nye prisstigningsbølger,1
5626,de fleste offentlige instanser sat sig i dag på venlig og effektiv betjening af borgerne,1
2011,jeg vover at tro  at så mange deltog i begivenheden  fordi det i enhver familie er noget særligt  når børnene bliver voksne  når de tager fat på det ansvar  der lægges på enhver os i vort voksne liv,0
5122,og i det nye år vil de desværre få følgeskab af flere,1
3429,aldrig har så mange været i arbejde,1
161,det er både vanskelige og farlige opgaver  de har påtaget sig  enten de er af humanitær eller militær karakter,0
3983,men vi  ja vi svinger vel i håb og tvivl,1
4099,og med fælles anstrengelse vil det ikke ske,1
3588,og hvad de vil for os,1
3793,regeringen forslår derfor  at vi gradvist afskaffer efterlønnen,1
2143,de skabte en afstand  som stod i skærende kontrast til de geografiske forhold og gjorde os mere fremmede for hinanden  end vi vist havde været på noget andet tidspunkt i europas brogede historie,0
4562,også i 1999 får vi brug for at træffe vigtige politiske beslutninger,1
4651,hvis vi bliver kolde  slukkes håbet,1
3391,arbejdsløsheden skal derfor fortsat være vores dårlige samvittighed,1
2274,heller ikke hos os i danmark  hvor demokratiet er indbygget i forfatningen  og hvor vi har bekendt os til det i mere end hundrede år  trives det af sig selv,0
745,det nye år står for døren  det vil blive mødt med et håb og forventning,0
3367,tillid til et sæt bærende principper for vort samfund,1
2078,de unge har det ikke nødvendigvis nemmere  for der stilles store krav til dem  og alligevel kan det være endda særdeles svært ar få noget at bruge sine evner på eller blot finde ud af  hvori de består,0
135,det tror jeg ikke et øjeblik,0
2716,europa har undergået en forvandling,0
1457,samtidig er det dejligt stadig at kunne det ene og overkomme det andet  men det kan også være tilfredsstillende at sætte sig roligt ned og vide  at der er mindre at jage efter  og at det perfekte ikke altid er så vigtigt,0
2093,spændinger  der syntes at låse alt fast i en sprængfarlig balance  blev løst op  det blev forår med tøbrud efter en lang  lang vinter,0
575,ingen forventer  at vi skal ende med at mene det samme eller være aldeles enige om alle spørgsmål  og ingen skal forlange det,0
1293,med en tak for det gamle år ønsker vi godt nytår for alle i grønland,0
3913,respekten for vores grundlæggende værdier handler ikke om intolerance  at alle skal være ens  med samme tro,1
1237,1995 har været et minderigt år,0
5610,samtidig må vi grundigt undersøge  om der er sociale  boligmæssige eller arbejdsmæssige grunde  som kan ændres  når de ligger til grund for  at nogen mennesker griber til vold mod andre,1
332,mere er på vej  for eksempel  grønne  brændstoffer til fly og skibe og ambitiøse forslag om at indfange co2 og lagre det i undergrunden,0
6071,vi handler ansvarligt,1
1400,det hører med til at tænke over tingene og at danne sig en mening,0
2740,så enkelt er det bare ikke,0
6051,og det fundament er en sund og stærk økonomi,1
18,trods alle vanskeligheder har den grønlandske hjertelighed og det gode humør ikke forandret sig,0
70,tidligere stod det måske mere klart  dengang man levede i de små landsbysamfund  hvor mange opgaver måtte løses i fællesskab  og da flere generationer ofte levede under samme tag  og enhver havde sine opgaver at varetage over for hinanden,0
6512,det er langt væk,1
6507,kampen for at overleve den kolde tid  krisen,1
3310,børn og unge kan tage en god uddannelse,1
4179,vi må stille og roligt føre den videre,1
1990,konflikter må kunne løses med lidt fornuft  siger vi,0
333,hos os hersker også den fred  det frie politiske liv og de ordnede samfundsforhold  som gør vort land til en eftertragtet havn for mange,0
5065,dette til trods for vores virkelig alvorlige omkostningsproblemer,1
818,det er for længst blevet mørkt  nu sidder vi ud over hele landet og er så småt ved at komme i stemning for at fejre årsskiftet,0
4297,og så må mottoet være  at jo  naturligvis er det da også naboens ansvar  men det er først og fremmest mit eget,1
3451,et moderne velfærdssamfund bygger på et rummeligt fællesskab,1
5776,jeres arbejdspladser kæmper med store vanskeligheder,1
1250,hvis demokratiet skal leve  er der et væsentligt led  som ikke kan undværes  os selv  den enkelte,0
3586,både kronprinsen og kronprinsessen har allerede vist os  hvem de er,1
6427,men vi kan udrette store ting i fællesskab med andre,1
3778,nogle af dem  der før var brændemærket  er nu poli tiske ledere af deres lande,1
6015,et stærkt fællesskab,1
1880,både de og deres pårørende herhjemme skal være i vore tanker i aften,0
6035,en 61 årig er da slet ikke gammel,1
4720,det er ikke tilfældigt,1
404,de mange varme hilsener og ønsker  som han har modtaget  har rørt ham og os alle dybt,0
3388,derfor får vi nu et underskud på de offentlige finanser på omkring 100 milliarder kroner,1
3432,vi har nu taget fat på at gøre de offentlige systemer mindre byråkratiske og enklere,1
5662,det er vanskelige vilkår  men sådan var altså vælgernes afgørelse,1
1212,det føltes som en lettelse  fortæller alle  som kan huske den tid,0
1503,det gælder redningsberedskabet  forsvaret og politiet  røde kors og andre humanitære organisationer  store som små,0
5412,lad os arbejde for at give vore børn et sundt og billigt måltid mad,1
4598,det er en stor tragedie  der har ramt den enkelte familie,1
3569,hvis man er født på samfundets skyggeside  kan det være svært at have tillid til andre mennesker,1
3090,for demokrati er ikke en tilstand  der opnås en gang for alle i det øjeblik  det bliver vedtaget,0
6284,de mindre samfund oplever ofte et stærkt fællesskab,1
5244,det er ikke støbeskeen,1
4852,kulhav  født ikke så langt fra hannover  skrev musikken til elverhøj,1
5827,det kan også blive afgørende for  om jeres kammerater skal komme i arbejde igen,1
5316,samtidig lever vi længere,1
6305,den olie vi ikke brænder op i vore oliefyr og den benzin vi ikke kører op i vore biler gør det muligt at holde arbejdspladser i gang  som ellers måtte lukke,1
2164,det er noget som mange generationer har bygget op over lang tid  og fundamentet har først og fremmest været de menneskelige ressourcer  flid og godt humør  praktisk sans parret med venlighed,0
4611,først og fremmest at se sammenhængen med hele befolkningens og med landets tarv,1
5409,den første prøvesten i denne opgave hedder fred i vietnam,1
5035,mange af disse værdier har vi taget som en selvfølge,1
1609,jeg tror  det hænger sammen med den vældige teknologiske udvikling og den voldsomt forøgede nyhedsstrøm  som vi har oplevet i løbet af de seneste 10 20 år,0
3078,dengang kunne der nok være grund til bekymring,0
1929,uden deres hjertelag blev livet fattigere for os alle,0
4895,hvor alle kan se frem til en tryg alderdom  og hvor ingen behøver at føle sig forladt,1
4724,derfor skal vi gøre flere ting,1
3197,til dem går mine tanker og min nytårshilsen med tak for deres trofasthed overfor  hvad der er dansk  og for den indsats de yder  og som gør deres land ære,0
923,vi smider et lille stykke papir   hvad gør det,0
4051,den skik at samle gamle juletræer sammen  for at samle dem sammen til et stort nytårsbog,1
4402,det skal vi ikke gøre denne gang,1
3642,vores danske værdier,1
2715,det er nytårsaften   igen,0
1540,det kan kun fungere  når uendeligt mange dele  store som små  griber ind i hinanden  afpasser sig efter hinanden,0
2985,overalt i verden fejres det   men ikke samtidig   ikke i dette øjeblik,0
4311,tag fra nyere tid eksempler som filminstruktørerne dreyer gabriel axel  biller august eller lars von trier eller arkitekturen,1
2417,det er en hjælp  som betyder mere end vi ofte forstår,0
5088,så nyuddannede hurtigere kommer ud på arbejdsmarkedet,1
6355,men den største udfordring i de kommende år er  at der mangler arbejdskraft,1
3025,i aften sender jeg min nytårshilsen til sønderjyderne  til de danske i sydslesvig og til det tyske mindretal i danmark,0
137,for det er jo de unge  der skal føre vort samfund videre  det er dem  som vores fremtid skal bygge på,0
6362,men nu må vi hurtigt i gang med at tænke langt,1
6151,eller når vi skal sidde i bilkø på vejen,1
4957,så skal vi ikke tabe pusten   velfærdssamfundet er først lige startet og hele dets idé tilhører det 21  århundrede,1
5411,antallet på offentlig forsørgelse er det laveste i mere end tredive år,1
234,coronaen har sat sit præg på tilværelsen de seneste to år  og de har været drøje at komme igennem,0
2484,hans bidrag er af stor betydning  ikke mindst for erhvervslivet   og han gør det godt,0
540,vi har indlevelse og kreativitet,0
5550,den rejser forjættende perspektiver for afspænding og nedrustning og samarbejde i europa,1
204,det giver dem en videre horisont  end min generation måske havde  da vi voksede op,0
2494,i aften står vi igen ved et årsskifte,0
5670,for 100 år siden var danmark og verden også ramt af en pandemi,1
5427,det er i hvert fald lykkedes at dæmpe inflationen,1
4112,der er flere i arbejde  og der er flere under uddannelse end nogensinde før,1
2520,vi er ved at forstå  at de ydre omgivelser er en del af den arv  vi skal forvalte  at også de naturgivne værdier skal gives videre til næste generation,0
5157,færre  der kommer hertil og søger asyl,1
4040,for hvem passer nu på far og mor,1
5241,umiddelbart før jul fik vi aftalt principperne i en ny vandmiljøplan,1
5094,naturligvis har vi alle et ansvar for hinanden,1
1881,men vi kan også snuble over de mange muligheder,0
2123,jeg ønsker dem et godt nytår  ligesom jeg ønsker et godt nytår og en god begyndelse for dem  der er kommet hertil,0
6348,der er ingen fribilletter,1
2502,det har vi lært fra barnsben  og vi har prøvet at indrette vort samfund efter det  men er det ikke ved at blive for koldt  for automatisk,0
4245,fuglene kommer igen,1
5314,de har godt tøj på kroppen,1
